0FA7	Mn	unicode
0FA8	Mn	unicode
0FA9	Mn	unicode
0FAA	Mn	unicode
0FAB	Mn	unicode
0FAC	Mn	unicode
0FAD	Mn	unicode
0FAE	Mn	unicode
0FAF	Mn	unicode
0FB0	Mn	unicode
0FB1	Mn	unicode
0FB2	Mn	unicode
0FB3	Mn	unicode
0FB4	Mn	unicode
0FB5	Mn	unicode
0FB6	Mn	unicode
0FB7	Mn	unicode
0FB8	Mn	unicode
0FB9	Mn	unicode
0FBA	Mn	unicode
0FBB	Mn	unicode
0FBC	Mn	unicode
0FC6	Mn	unicode
102D	Mn	unicode
102E	Mn	unicode
102F	Mn	unicode
1030	Mn	unicode
1032	Mn	unicode
1033	Mn	unicode
1034	Mn	unicode
1035	Mn	unicode
1036	Mn	unicode
1037	Mn	unicode
1039	Mn	unicode
103A	Mn	unicode
103D	Mn	unicode
103E	Mn	unicode
1058	Mn	unicode
1059	Mn	unicode
105E	Mn	unicode
105F	Mn	unicode
1060	Mn	unicode
1071	Mn	unicode
1072	Mn	unicode
1073	Mn	unicode
1074	Mn	unicode
1082	Mn	unicode
1085	Mn	unicode
1086	Mn	unicode
108D	Mn	unicode
109D	Mn	unicode
115F	Lo	heuristic
1160	Lo	heuristic
135D	Mn	unicode
135E	Mn	unicode
135F	Mn	unicode
1680	Zs	unicode
1712	Mn	unicode
1713	Mn	unicode
1714	Mn	unicode
1732	Mn	unicode
1733	Mn	unicode
1752	Mn	unicode
1753	Mn	unicode
1772	Mn	unicode
1773	Mn	unicode
17B4	Mn	both
17B5	Mn	both
17B7	Mn	unicode
17B8	Mn	unicode
17B9	Mn	unicode
17BA	Mn	unicode
17BB	Mn	unicode
17BC	Mn	unicode
17BD	Mn	unicode
17C6	Mn	unicode
17C9	Mn	unicode
17CA	Mn	unicode
17CB	Mn	unicode
17CC	Mn	unicode
17CD	Mn	unicode
17CE	Mn	unicode
17CF	Mn	unicode
17D0	Mn	unicode
17D1	Mn	unicode
17D2	Mn	unicode
17D3	Mn	unicode
17DD	Mn	unicode
180B	Mn	both
180C	Mn	both
180D	Mn	both
180E	Cf	both
180F	Mn	both
1885	Mn	unicode
1886	Mn	unicode
18A9	Mn	unicode
1920	Mn	unicode
1921	Mn	unicode
1922	Mn	unicode
1927	Mn	unicode
1928	Mn	unicode
1932	Mn	unicode
1939	Mn	unicode
193A	Mn	unicode
193B	Mn	unicode
1A17	Mn	unicode
1A18	Mn	unicode
1A1B	Mn	unicode
1A56	Mn	unicode
1A58	Mn	unicode
1A59	Mn	unicode
1A5A	Mn	unicode
1A5B	Mn	unicode
1A5C	Mn	unicode
1A5D	Mn	unicode
1A5E	Mn	unicode
1A60	Mn	unicode
1A62	Mn	unicode
1A65	Mn	unicode
1A66	Mn	unicode
1A67	Mn	unicode
1A68	Mn	unicode
1A69	Mn	unicode
1A6A	Mn	unicode
1A6B	Mn	unicode
1A6C	Mn	unicode
1A73	Mn	unicode
1A74	Mn	unicode
1A75	Mn	unicode
1A76	Mn	unicode
1A77	Mn	unicode
1A78	Mn	unicode
1A79	Mn	unicode
1A7A	Mn	unicode
1A7B	Mn	unicode
1A7C	Mn	unicode
1A7F	Mn	unicode
1AB0	Mn	unicode
1AB1	Mn	unicode
1AB2	Mn	unicode
1AB3	Mn	unicode
1AB4	Mn	unicode
1AB5	Mn	unicode
1AB6	Mn	unicode
1AB7	Mn	unicode
1AB8	Mn	unicode
1AB9	Mn	unicode
1ABA	Mn	unicode
1ABB	Mn	unicode
1ABC	Mn	unicode
1ABD	Mn	unicode
1ABF	Mn	unicode
1AC0	Mn	unicode
1AC1	Mn	unicode
1AC2	Mn	unicode
1AC3	Mn	unicode
1AC4	Mn	unicode
1AC5	Mn	unicode
1AC6	Mn	unicode
1AC7	Mn	unicode
1AC8	Mn	unicode
1AC9	Mn	unicode
1ACA	Mn	unicode
1ACB	Mn	unicode
1ACC	Mn	unicode
1ACD	Mn	unicode
1ACE	Mn	unicode
1ACF	Cn	unicode
1AD0	Cn	unicode
1AD1	Cn	unicode
1AD2	Cn	unicode
1AD3	Cn	unicode
1AD4	Cn	unicode
1AD5	Cn	unicode
1AD6	Cn	unicode
1AD7	Cn	unicode
1AD8	Cn	unicode
1AD9	Cn	unicode
1ADA	Cn	unicode
1ADB	Cn	unicode
1ADC	Cn	unicode
1ADD	Cn	unicode
1AE0	Cn	unicode
1AE1	Cn	unicode
1AE2	Cn	unicode
1AE3	Cn	unicode
1AE4	Cn	unicode
1AE5	Cn	unicode
1AE6	Cn	unicode
1AE7	Cn	unicode
1AE8	Cn	unicode
1AE9	Cn	unicode
1AEA	Cn	unicode
1AEB	Cn	unicode
1B00	Mn	unicode
1B01	Mn	unicode
1B02	Mn	unicode
1B03	Mn	unicode
1B34	Mn	unicode
